,id,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,host_listings_count,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,review_scores_rating
7520,28466215,within an hour,100%,t,f,3,Lake City,Apartment,Entire home/apt,47.721317187327344,-122.31164543804228,4,4,1.0,2,2.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Extra pillows and blankets"",""Ethernet connection"",""Luggage dropoff allowed"",""Long term stays allowed""}",$100.00,$50.00,2,30,f,moderate,1
3389,15816866,within an hour,100%,t,t,1,Rainier Valley,Guesthouse,Entire home/apt,47.559842031885566,-122.2797142377855,1,4,1.0,2,2.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""High chair"",""Stair gates"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Bedroom comforts"",""Bathroom essentials""}",$195.00,$45.00,2,1125,f,moderate,1
8138,30934689,within an hour,100%,f,t,1,Other neighborhoods,Guest suite,Entire home/apt,47.698691251928146,-122.39614912122472,1,6,1.0,2,3.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$150.00,0,1,40,f,flexible,1
4770,20487351,within an hour,100%,f,f,2,Rainier Valley,House,Private room,47.58243198357836,-122.29503254493065,1,4,1.0,1,2.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Breakfast,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Lake access"",""Handheld shower head""}",$55.00,$20.00,1,21,t,moderate,1
3474,16191388,within an hour,100%,t,t,4,Capitol Hill,Apartment,Entire home/apt,47.61833681120495,-122.31452912033888,2,2,1.0,0,1.0,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox}",$100.00,$125.00,7,1125,t,strict_14_with_grace_period,1
2548,12987793,within an hour,100%,t,t,1,Central Area,House,Entire home/apt,47.607822716010105,-122.2951985859447,4,4,1.0,2,2.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed""}",$180.00,$75.00,3,1125,f,strict_14_with_grace_period,1
6473,24759831,within an hour,100%,t,f,131,Cascade,Serviced apartment,Entire home/apt,47.62127871837582,-122.33168512709896,1,2,1.0,1,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Gym,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Hot water""}",$450.00,$75.00,2,1125,t,flexible,1
171,604600,within a day,74%,f,t,129,Downtown,Apartment,Entire home/apt,47.61436368660468,-122.33171618814121,1,4,1.0,1,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware""}",$210.00,$50.00,1,30,f,strict_14_with_grace_period,1
2217,11337213,within an hour,100%,t,t,1,Capitol Hill,Apartment,Entire home/apt,47.622021520845564,-122.30862414063776,1,2,1.0,1,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",$95.00,$40.00,2,31,t,moderate,1
2687,13331843,within an hour,100%,t,t,1,West Seattle,Apartment,Entire home/apt,47.58030933737376,-122.40693484456993,1,4,1.5,2,2.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",$350.00,$150.00,3,1125,f,strict_14_with_grace_period,1
6220,23983582,within an hour,100%,f,f,123,Other neighborhoods,House,Private room,47.659363678130866,-122.32349366307844,1,2,1.5,1,1.0,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$50.00,$20.00,1,21,t,strict_14_with_grace_period,0
6005,23369139,within an hour,100%,f,f,3,Other neighborhoods,House,Private room,47.70152114522626,-122.34676789933779,1,1,1.5,1,1.0,Real Bed,"{Wifi,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Self check-in"",Keypad,""Hot water""}",$45.00,$15.00,1,1125,f,strict_14_with_grace_period,1
2176,11187785,within an hour,99%,f,f,521,Downtown,Apartment,Entire home/apt,47.61024885716896,-122.33069767935972,2,3,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad,""Building staff"",""Private living room""}",$189.00,$89.00,2,1125,t,strict,1
3513,16302080,within a few hours,75%,t,f,1,Delridge,House,Entire home/apt,47.55169685405921,-122.36180206732237,8,8,1.0,3,4.0,Real Bed,"{""Smoking allowed"",""Family/kid friendly"",""Suitable for events""}",$300.00,0,1,1125,f,flexible,1
4087,18474287,within an hour,100%,t,t,3,Delridge,Townhouse,Private room,47.56575479204789,-122.36971350492176,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed""}",$50.00,$25.00,1,25,f,flexible,1
6742,25683001,within an hour,100%,t,t,2,Other neighborhoods,Townhouse,Private room,47.65437323352562,-122.34665255847565,1,2,1.0,1,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets live on this property"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Luggage dropoff allowed""}",$80.00,$20.00,1,1125,f,moderate,1
5004,21023969,within an hour,100%,f,f,100,Downtown,Apartment,Entire home/apt,47.59831272261169,-122.32182613904145,1,3,1.0,1,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Long term stays allowed"",""Paid parking on premises""}",$195.00,$60.00,2,1125,t,strict_14_with_grace_period,1
5108,21305258,within a few hours,100%,t,f,1,Central Area,Apartment,Private room,47.61172291973704,-122.29982345423352,1,1,1.0,1,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Hot water"",Other}",$50.00,0,2,14,t,flexible,1
1931,9508837,within an hour,100%,t,t,1,Other neighborhoods,Guesthouse,Entire home/apt,47.54624714709494,-122.31964164578785,2,4,1.0,1,2.0,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed"",Other,""Full kitchen""}",$99.00,$30.00,2,1125,t,moderate,1
1290,6780610,within an hour,100%,t,t,2,Cascade,Guest suite,Entire home/apt,47.63660570979472,-122.3402871164043,2,2,1.0,1,1.0,Real Bed,"{Internet,Wifi,""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Lake access""}",$94.00,$30.00,1,12,f,strict_14_with_grace_period,1
3670,17011871,within an hour,100%,t,t,3,Capitol Hill,House,Entire home/apt,47.616610387331285,-122.31229541343819,1,6,2.5,3,3.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance""}",$250.00,$165.00,3,1125,f,strict_14_with_grace_period,1
5149,21381109,within an hour,100%,t,t,2,Ballard,Apartment,Entire home/apt,47.68215120847545,-122.39397821648693,3,3,1.0,1,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard""}",$85.00,$25.00,3,1125,f,moderate,1
7787,29398276,within an hour,100%,t,t,5,West Seattle,House,Entire home/apt,47.576303177569635,-122.41458341059344,4,4,2.0,2,2.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Stair gates"",""Children’s books and toys"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway""}",$300.00,$74.00,2,14,t,strict_14_with_grace_period,1
7404,28106693,within an hour,100%,t,t,2,Downtown,Condominium,Entire home/apt,47.6085546566306,-122.3445381333234,2,3,1.0,1,2.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Gym,Elevator,""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Lake access"",""Handheld shower head""}",$150.00,$100.00,3,1125,f,moderate,1
6665,25356262,within an hour,94%,t,t,1,Beacon Hill,Guest suite,Entire home/apt,47.58872137429738,-122.3080778484863,1,2,1.0,0,1.0,Real Bed,"{Wifi,""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$95.00,$35.00,2,1120,t,flexible,1
5293,21696140,within an hour,100%,f,f,100,Downtown,Apartment,Entire home/apt,47.60122820499353,-122.32268078674736,1,3,1.0,1,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Long term stays allowed"",""Paid parking on premises""}",$195.00,$60.00,3,1125,t,strict_14_with_grace_period,1
5470,22151257,within an hour,99%,f,f,521,Cascade,Apartment,Entire home/apt,47.61877732497022,-122.33915562128182,2,3,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad}",$199.00,$89.00,2,1125,t,strict,0
492,2358140,within an hour,92%,f,t,51,University District,Apartment,Entire home/apt,47.65918411392581,-122.31589310851628,1,1,1.0,0,1.0,Real Bed,"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other,""Paid parking on premises""}",$89.00,$60.00,2,1125,f,moderate,0
2434,12497002,within an hour,94%,f,t,2,Magnolia,House,Entire home/apt,47.65202055386585,-122.39418633339064,6,6,1.0,2,3.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Long term stays allowed""}",$199.00,$122.00,1,1125,t,strict_14_with_grace_period,1
659,3424114,within a few hours,100%,f,t,57,Other neighborhoods,House,Shared room,47.65020660581188,-122.33110427222451,1,1,3.5,1,1.0,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$45.00,$75.00,4,1125,f,strict_14_with_grace_period,1
3180,14917821,within an hour,100%,t,t,4,Other neighborhoods,House,Entire home/apt,47.65442491173282,-122.35568452120552,1,4,1.0,1,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",$145.00,$70.00,30,1125,t,moderate,1
6777,25790330,within an hour,99%,f,f,521,Downtown,Apartment,Entire home/apt,47.61077174788082,-122.34027413983507,2,3,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Smart lock""}",$119.00,$89.00,2,1125,t,strict,1
5301,21702391,within an hour,99%,f,f,152,Downtown,Serviced apartment,Entire home/apt,47.6126607471725,-122.33240649602713,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Long term stays allowed""}",$150.00,$75.00,30,1125,f,strict_14_with_grace_period,1
7080,26957724,within an hour,100%,t,f,1,Ballard,Bungalow,Entire home/apt,47.66879427983618,-122.36428045591526,4,2,1.0,1,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",$115.00,$50.00,2,1125,t,flexible,1
84,226536,within an hour,100%,t,t,2,Magnolia,Cottage,Private room,47.66119733659824,-122.40144552294248,1,2,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Wide doorway""}",$46.00,$15.00,1,30,f,strict_14_with_grace_period,1
279,1100686,within an hour,100%,t,t,3,Other neighborhoods,House,Private room,47.65445181698063,-122.35440335800509,2,3,1.0,1,2.0,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Host greets you""}",$65.00,$35.00,2,6,t,moderate,1
3786,17533427,within a few hours,100%,f,t,1,Northgate,Townhouse,Entire home/apt,47.70600401122652,-122.34143871439144,1,5,1.0,2,2.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Self check-in"",Lockbox}",$95.00,$35.00,3,1125,t,moderate,1
5866,22836112,within an hour,100%,t,f,4,Central Area,House,Entire home/apt,47.60989461002595,-122.2984296894128,10,12,3.0,4,6.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",$386.00,$185.00,1,1124,t,strict_14_with_grace_period,1
4930,20902861,within an hour,100%,t,f,1,Northgate,House,Entire home/apt,47.690858394214345,-122.34110350027905,2,4,1.0,2,3.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Lake access""}",$79.00,$125.00,2,120,f,strict_14_with_grace_period,1
6694,25457326,within an hour,100%,t,f,1,Central Area,House,Private room,47.605919650783655,-122.28492760140622,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Pets allowed"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Lake access""}",$80.00,$10.00,2,28,f,moderate,1
5202,21486512,within an hour,100%,t,f,2,Queen Anne,Condominium,Entire home/apt,47.61886894201765,-122.3569101169925,4,4,1.0,2,2.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Step-free access"",""Wide entryway"",Waterfront}",$180.00,$50.00,3,15,t,moderate,1
6172,23895640,within an hour,100%,f,t,3,West Seattle,House,Private room,47.547107144146175,-122.38236386203432,2,2,2.0,1,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Host greets you""}",$34.00,$30.00,2,1125,f,strict_14_with_grace_period,0
